"length","formula"
12,"B|(~A|(B|A))"
12,"B|(~A|(#|A))"
12,"B|(~A|(A>A))"
12,"B|(~A|(B>A))"
12,"B|(~A|(B>B))"
12,"B|(~A|(B>#))"
12,"B|(~A|(#>A))"
12,"B|(~A|(#>B))"
12,"B|(~A|(#>#))"
12,"B|(~A|(A=A))"
12,"B|(~A|(B=B))"
12,"B|(~A|(B=#))"
12,"B|(~A|(#=B))"
12,"B|(~A|(#=#))"
9,"B|(~B|~A)"
9,"B|(~B|~B)"
9,"B|(~B|~#)"
9,"B|(~B|+A)"
9,"B|(~B|+B)"
9,"B|(~B|+#)"
9,"B|(~B|-A)"
9,"B|(~B|-B)"
9,"B|(~B|-#)"
12,"B|(~B|(A&A))"
12,"B|(~B|(A&B))"
12,"B|(~B|(A&#))"
12,"B|(~B|(B&A))"
12,"B|(~B|(B&B))"
12,"B|(~B|(B&#))"
12,"B|(~B|(#&A))"
12,"B|(~B|(#&B))"
12,"B|(~B|(#&#))"
12,"B|(~B|(A|A))"
12,"B|(~B|(A|B))"
12,"B|(~B|(A|#))"
12,"B|(~B|(B|A))"
12,"B|(~B|(B|B))"
12,"B|(~B|(B|#))"
12,"B|(~B|(#|A))"
12,"B|(~B|(#|B))"
12,"B|(~B|(#|#))"
12,"B|(~B|(A>A))"
12,"B|(~B|(A>B))"
12,"B|(~B|(A>#))"
12,"B|(~B|(B>A))"
12,"B|(~B|(B>B))"
12,"B|(~B|(B>#))"
12,"B|(~B|(#>A))"
12,"B|(~B|(#>B))"
12,"B|(~B|(#>#))"
12,"B|(~B|(A=A))"
12,"B|(~B|(A=B))"
12,"B|(~B|(A=#))"
12,"B|(~B|(B=A))"
12,"B|(~B|(B=B))"
12,"B|(~B|(B=#))"
12,"B|(~B|(#=A))"
12,"B|(~B|(#=B))"
12,"B|(~B|(#=#))"
9,"B|(~#|~A)"
9,"B|(~#|~B)"
9,"B|(~#|~#)"
9,"B|(~#|+A)"
9,"B|(~#|+B)"
9,"B|(~#|+#)"
9,"B|(~#|-A)"
9,"B|(~#|-B)"
9,"B|(~#|-#)"
12,"B|(~#|(A&A))"
12,"B|(~#|(A&B))"
12,"B|(~#|(A&#))"
12,"B|(~#|(B&A))"
12,"B|(~#|(B&B))"
12,"B|(~#|(B&#))"
12,"B|(~#|(#&A))"
12,"B|(~#|(#&B))"
12,"B|(~#|(#&#))"
12,"B|(~#|(A|A))"
12,"B|(~#|(A|B))"
12,"B|(~#|(A|#))"
12,"B|(~#|(B|A))"
12,"B|(~#|(B|B))"
12,"B|(~#|(B|#))"
12,"B|(~#|(#|A))"
12,"B|(~#|(#|B))"
12,"B|(~#|(#|#))"
12,"B|(~#|(A>A))"
12,"B|(~#|(A>B))"
12,"B|(~#|(A>#))"
12,"B|(~#|(B>A))"
12,"B|(~#|(B>B))"
12,"B|(~#|(B>#))"
12,"B|(~#|(#>A))"
12,"B|(~#|(#>B))"
12,"B|(~#|(#>#))"
12,"B|(~#|(A=A))"
12,"B|(~#|(A=B))"
12,"B|(~#|(A=#))"
12,"B|(~#|(B=A))"
12,"B|(~#|(B=B))"
12,"B|(~#|(B=#))"
12,"B|(~#|(#=A))"
12,"B|(~#|(#=B))"
12,"B|(~#|(#=#))"
9,"B|(+A|~B)"
9,"B|(+A|~#)"
12,"B|(+A|(A>A))"
12,"B|(+A|(B>A))"
12,"B|(+A|(B>B))"
12,"B|(+A|(B>#))"
12,"B|(+A|(#>A))"
12,"B|(+A|(#>B))"
12,"B|(+A|(#>#))"
12,"B|(+A|(A=A))"
12,"B|(+A|(B=B))"
12,"B|(+A|(B=#))"
12,"B|(+A|(#=B))"
12,"B|(+A|(#=#))"
9,"B|(+B|~B)"
9,"B|(+B|~#)"
12,"B|(+B|(A>A))"
12,"B|(+B|(B>A))"
12,"B|(+B|(B>B))"
12,"B|(+B|(B>#))"
12,"B|(+B|(#>A))"
12,"B|(+B|(#>B))"
12,"B|(+B|(#>#))"
12,"B|(+B|(A=A))"
12,"B|(+B|(B=B))"
12,"B|(+B|(B=#))"
12,"B|(+B|(#=B))"
12,"B|(+B|(#=#))"
9,"B|(+#|~B)"
9,"B|(+#|~#)"
12,"B|(+#|(A>A))"
12,"B|(+#|(B>A))"
12,"B|(+#|(B>B))"
12,"B|(+#|(B>#))"
12,"B|(+#|(#>A))"
12,"B|(+#|(#>B))"
12,"B|(+#|(#>#))"
12,"B|(+#|(A=A))"
12,"B|(+#|(B=B))"
12,"B|(+#|(B=#))"
12,"B|(+#|(#=B))"
12,"B|(+#|(#=#))"
9,"B|(-A|~B)"
9,"B|(-A|~#)"
12,"B|(-A|(A>A))"
12,"B|(-A|(B>A))"
12,"B|(-A|(B>B))"
12,"B|(-A|(B>#))"
12,"B|(-A|(#>A))"
12,"B|(-A|(#>B))"
12,"B|(-A|(#>#))"
12,"B|(-A|(A=A))"
12,"B|(-A|(B=B))"
12,"B|(-A|(B=#))"
12,"B|(-A|(#=B))"
12,"B|(-A|(#=#))"
9,"B|(-B|~B)"
9,"B|(-B|~#)"
12,"B|(-B|(A>A))"
12,"B|(-B|(B>A))"
12,"B|(-B|(B>B))"
12,"B|(-B|(B>#))"
12,"B|(-B|(#>A))"
12,"B|(-B|(#>B))"
12,"B|(-B|(#>#))"
12,"B|(-B|(A=A))"
12,"B|(-B|(B=B))"
12,"B|(-B|(B=#))"
12,"B|(-B|(#=B))"
12,"B|(-B|(#=#))"
9,"B|(-#|~B)"
9,"B|(-#|~#)"
12,"B|(-#|(A>A))"
12,"B|(-#|(B>A))"
12,"B|(-#|(B>B))"
12,"B|(-#|(B>#))"
12,"B|(-#|(#>A))"
12,"B|(-#|(#>B))"
12,"B|(-#|(#>#))"
12,"B|(-#|(A=A))"
12,"B|(-#|(B=B))"
12,"B|(-#|(B=#))"
12,"B|(-#|(#=B))"
12,"B|(-#|(#=#))"
12,"B|((A&A)|~A)"
12,"B|((A&A)|~B)"
12,"B|((A&A)|~#)"
15,"B|((A&A)|(A>A))"
15,"B|((A&A)|(A>B))"
15,"B|((A&A)|(A>#))"
15,"B|((A&A)|(B>A))"
15,"B|((A&A)|(B>B))"
15,"B|((A&A)|(B>#))"
15,"B|((A&A)|(#>A))"
15,"B|((A&A)|(#>B))"
15,"B|((A&A)|(#>#))"
15,"B|((A&A)|(A=A))"
15,"B|((A&A)|(A=B))"
15,"B|((A&A)|(A=#))"
15,"B|((A&A)|(B=A))"
15,"B|((A&A)|(B=B))"
15,"B|((A&A)|(B=#))"
15,"B|((A&A)|(#=A))"
15,"B|((A&A)|(#=B))"
15,"B|((A&A)|(#=#))"
12,"B|((A&B)|~B)"
12,"B|((A&B)|~#)"
15,"B|((A&B)|(A>A))"
15,"B|((A&B)|(B>A))"
15,"B|((A&B)|(B>B))"
15,"B|((A&B)|(B>#))"
15,"B|((A&B)|(#>A))"
15,"B|((A&B)|(#>B))"
15,"B|((A&B)|(#>#))"
15,"B|((A&B)|(A=A))"
15,"B|((A&B)|(B=B))"
15,"B|((A&B)|(B=#))"
15,"B|((A&B)|(#=B))"
15,"B|((A&B)|(#=#))"
12,"B|((A&#)|~B)"
12,"B|((A&#)|~#)"
15,"B|((A&#)|(A>A))"
15,"B|((A&#)|(B>A))"
15,"B|((A&#)|(B>B))"
15,"B|((A&#)|(B>#))"
15,"B|((A&#)|(#>A))"
15,"B|((A&#)|(#>B))"
15,"B|((A&#)|(#>#))"
15,"B|((A&#)|(A=A))"
15,"B|((A&#)|(B=B))"
15,"B|((A&#)|(B=#))"
15,"B|((A&#)|(#=B))"
15,"B|((A&#)|(#=#))"
12,"B|((B&A)|~B)"
12,"B|((B&A)|~#)"
15,"B|((B&A)|(A>A))"
15,"B|((B&A)|(B>A))"
15,"B|((B&A)|(B>B))"
15,"B|((B&A)|(B>#))"
15,"B|((B&A)|(#>A))"
15,"B|((B&A)|(#>B))"
15,"B|((B&A)|(#>#))"
15,"B|((B&A)|(A=A))"
15,"B|((B&A)|(B=B))"
15,"B|((B&A)|(B=#))"
15,"B|((B&A)|(#=B))"
15,"B|((B&A)|(#=#))"
12,"B|((B&B)|~B)"
12,"B|((B&B)|~#)"
15,"B|((B&B)|(A>A))"
15,"B|((B&B)|(B>A))"
15,"B|((B&B)|(B>B))"
15,"B|((B&B)|(B>#))"
15,"B|((B&B)|(#>A))"
15,"B|((B&B)|(#>B))"
15,"B|((B&B)|(#>#))"
15,"B|((B&B)|(A=A))"
15,"B|((B&B)|(B=B))"
15,"B|((B&B)|(B=#))"
15,"B|((B&B)|(#=B))"
15,"B|((B&B)|(#=#))"
12,"B|((B&#)|~B)"
12,"B|((B&#)|~#)"
15,"B|((B&#)|(A>A))"
15,"B|((B&#)|(B>A))"
15,"B|((B&#)|(B>B))"
15,"B|((B&#)|(B>#))"
15,"B|((B&#)|(#>A))"
15,"B|((B&#)|(#>B))"
15,"B|((B&#)|(#>#))"
15,"B|((B&#)|(A=A))"
15,"B|((B&#)|(B=B))"
15,"B|((B&#)|(B=#))"
15,"B|((B&#)|(#=B))"
15,"B|((B&#)|(#=#))"
12,"B|((#&A)|~B)"
12,"B|((#&A)|~#)"
15,"B|((#&A)|(A>A))"
15,"B|((#&A)|(B>A))"
15,"B|((#&A)|(B>B))"
15,"B|((#&A)|(B>#))"
15,"B|((#&A)|(#>A))"
15,"B|((#&A)|(#>B))"
15,"B|((#&A)|(#>#))"
15,"B|((#&A)|(A=A))"
15,"B|((#&A)|(B=B))"
15,"B|((#&A)|(B=#))"
15,"B|((#&A)|(#=B))"
15,"B|((#&A)|(#=#))"
12,"B|((#&B)|~B)"
12,"B|((#&B)|~#)"
15,"B|((#&B)|(A>A))"
15,"B|((#&B)|(B>A))"
15,"B|((#&B)|(B>B))"
15,"B|((#&B)|(B>#))"
15,"B|((#&B)|(#>A))"
15,"B|((#&B)|(#>B))"
15,"B|((#&B)|(#>#))"
15,"B|((#&B)|(A=A))"
15,"B|((#&B)|(B=B))"
15,"B|((#&B)|(B=#))"
15,"B|((#&B)|(#=B))"
15,"B|((#&B)|(#=#))"
12,"B|((#&#)|~B)"
12,"B|((#&#)|~#)"
15,"B|((#&#)|(A>A))"
15,"B|((#&#)|(B>A))"
15,"B|((#&#)|(B>B))"
15,"B|((#&#)|(B>#))"
15,"B|((#&#)|(#>A))"
15,"B|((#&#)|(#>B))"
15,"B|((#&#)|(#>#))"
15,"B|((#&#)|(A=A))"
15,"B|((#&#)|(B=B))"
15,"B|((#&#)|(B=#))"
15,"B|((#&#)|(#=B))"
15,"B|((#&#)|(#=#))"
12,"B|((A|A)|~A)"
12,"B|((A|A)|~B)"
12,"B|((A|A)|~#)"
15,"B|((A|A)|(A>A))"
15,"B|((A|A)|(A>B))"
15,"B|((A|A)|(A>#))"
15,"B|((A|A)|(B>A))"
15,"B|((A|A)|(B>B))"
15,"B|((A|A)|(B>#))"
15,"B|((A|A)|(#>A))"
15,"B|((A|A)|(#>B))"
15,"B|((A|A)|(#>#))"
15,"B|((A|A)|(A=A))"
15,"B|((A|A)|(A=B))"
15,"B|((A|A)|(A=#))"
15,"B|((A|A)|(B=A))"
15,"B|((A|A)|(B=B))"
15,"B|((A|A)|(B=#))"
15,"B|((A|A)|(#=A))"
15,"B|((A|A)|(#=B))"
15,"B|((A|A)|(#=#))"
12,"B|((A|B)|~A)"
12,"B|((A|B)|~B)"
12,"B|((A|B)|~#)"
15,"B|((A|B)|(A>A))"
15,"B|((A|B)|(A>B))"
15,"B|((A|B)|(A>#))"
15,"B|((A|B)|(B>A))"
15,"B|((A|B)|(B>B))"
15,"B|((A|B)|(B>#))"
15,"B|((A|B)|(#>A))"
15,"B|((A|B)|(#>B))"
15,"B|((A|B)|(#>#))"
15,"B|((A|B)|(A=A))"
15,"B|((A|B)|(A=B))"
15,"B|((A|B)|(A=#))"
15,"B|((A|B)|(B=A))"
15,"B|((A|B)|(B=B))"
15,"B|((A|B)|(B=#))"
15,"B|((A|B)|(#=A))"
15,"B|((A|B)|(#=B))"
15,"B|((A|B)|(#=#))"
12,"B|((A|#)|~A)"
12,"B|((A|#)|~B)"
12,"B|((A|#)|~#)"
15,"B|((A|#)|(A>A))"
15,"B|((A|#)|(A>B))"
15,"B|((A|#)|(A>#))"
15,"B|((A|#)|(B>A))"
15,"B|((A|#)|(B>B))"
15,"B|((A|#)|(B>#))"
15,"B|((A|#)|(#>A))"
15,"B|((A|#)|(#>B))"
15,"B|((A|#)|(#>#))"
15,"B|((A|#)|(A=A))"
15,"B|((A|#)|(A=B))"
15,"B|((A|#)|(A=#))"
15,"B|((A|#)|(B=A))"
15,"B|((A|#)|(B=B))"
15,"B|((A|#)|(B=#))"
15,"B|((A|#)|(#=A))"
15,"B|((A|#)|(#=B))"
15,"B|((A|#)|(#=#))"
12,"B|((B|A)|~A)"
12,"B|((B|A)|~B)"
12,"B|((B|A)|~#)"
15,"B|((B|A)|(A>A))"
15,"B|((B|A)|(A>B))"
15,"B|((B|A)|(A>#))"
15,"B|((B|A)|(B>A))"
15,"B|((B|A)|(B>B))"
15,"B|((B|A)|(B>#))"
15,"B|((B|A)|(#>A))"
15,"B|((B|A)|(#>B))"
15,"B|((B|A)|(#>#))"
15,"B|((B|A)|(A=A))"
15,"B|((B|A)|(A=B))"
15,"B|((B|A)|(A=#))"
15,"B|((B|A)|(B=A))"
15,"B|((B|A)|(B=B))"
15,"B|((B|A)|(B=#))"
15,"B|((B|A)|(#=A))"
15,"B|((B|A)|(#=B))"
15,"B|((B|A)|(#=#))"
12,"B|((B|B)|~B)"
12,"B|((B|B)|~#)"
15,"B|((B|B)|(A>A))"
15,"B|((B|B)|(B>A))"
15,"B|((B|B)|(B>B))"
15,"B|((B|B)|(B>#))"
15,"B|((B|B)|(#>A))"
15,"B|((B|B)|(#>B))"
15,"B|((B|B)|(#>#))"
15,"B|((B|B)|(A=A))"
15,"B|((B|B)|(B=B))"
15,"B|((B|B)|(B=#))"
15,"B|((B|B)|(#=B))"
15,"B|((B|B)|(#=#))"
12,"B|((B|#)|~B)"
12,"B|((B|#)|~#)"
15,"B|((B|#)|(A>A))"
15,"B|((B|#)|(B>A))"
15,"B|((B|#)|(B>B))"
15,"B|((B|#)|(B>#))"
15,"B|((B|#)|(#>A))"
15,"B|((B|#)|(#>B))"
15,"B|((B|#)|(#>#))"
15,"B|((B|#)|(A=A))"
15,"B|((B|#)|(B=B))"
15,"B|((B|#)|(B=#))"
15,"B|((B|#)|(#=B))"
15,"B|((B|#)|(#=#))"
12,"B|((#|A)|~A)"
12,"B|((#|A)|~B)"
12,"B|((#|A)|~#)"
15,"B|((#|A)|(A>A))"
15,"B|((#|A)|(A>B))"
15,"B|((#|A)|(A>#))"
15,"B|((#|A)|(B>A))"
15,"B|((#|A)|(B>B))"
15,"B|((#|A)|(B>#))"
15,"B|((#|A)|(#>A))"
15,"B|((#|A)|(#>B))"
15,"B|((#|A)|(#>#))"
15,"B|((#|A)|(A=A))"
15,"B|((#|A)|(A=B))"
15,"B|((#|A)|(A=#))"
15,"B|((#|A)|(B=A))"
15,"B|((#|A)|(B=B))"
15,"B|((#|A)|(B=#))"
15,"B|((#|A)|(#=A))"
15,"B|((#|A)|(#=B))"
15,"B|((#|A)|(#=#))"
12,"B|((#|B)|~B)"
12,"B|((#|B)|~#)"
15,"B|((#|B)|(A>A))"
15,"B|((#|B)|(B>A))"
15,"B|((#|B)|(B>B))"
15,"B|((#|B)|(B>#))"
15,"B|((#|B)|(#>A))"
15,"B|((#|B)|(#>B))"
15,"B|((#|B)|(#>#))"
15,"B|((#|B)|(A=A))"
15,"B|((#|B)|(B=B))"
15,"B|((#|B)|(B=#))"
15,"B|((#|B)|(#=B))"
15,"B|((#|B)|(#=#))"
12,"B|((#|#)|~B)"
12,"B|((#|#)|~#)"
15,"B|((#|#)|(A>A))"
15,"B|((#|#)|(B>A))"
15,"B|((#|#)|(B>B))"
15,"B|((#|#)|(B>#))"
15,"B|((#|#)|(#>A))"
15,"B|((#|#)|(#>B))"
15,"B|((#|#)|(#>#))"
15,"B|((#|#)|(A=A))"
15,"B|((#|#)|(B=B))"
15,"B|((#|#)|(B=#))"
15,"B|((#|#)|(#=B))"
15,"B|((#|#)|(#=#))"
12,"B|((A>A)|~A)"
12,"B|((A>A)|~B)"
12,"B|((A>A)|~#)"
12,"B|((A>A)|+A)"
12,"B|((A>A)|+B)"
12,"B|((A>A)|+#)"
12,"B|((A>A)|-A)"
12,"B|((A>A)|-B)"
12,"B|((A>A)|-#)"
15,"B|((A>A)|(A&A))"
15,"B|((A>A)|(A&B))"
15,"B|((A>A)|(A&#))"
15,"B|((A>A)|(B&A))"
15,"B|((A>A)|(B&B))"
15,"B|((A>A)|(B&#))"
15,"B|((A>A)|(#&A))"
15,"B|((A>A)|(#&B))"
15,"B|((A>A)|(#&#))"
15,"B|((A>A)|(A|A))"
15,"B|((A>A)|(A|B))"
15,"B|((A>A)|(A|#))"
15,"B|((A>A)|(B|A))"
15,"B|((A>A)|(B|B))"
15,"B|((A>A)|(B|#))"
15,"B|((A>A)|(#|A))"
15,"B|((A>A)|(#|B))"
15,"B|((A>A)|(#|#))"
15,"B|((A>A)|(A>A))"
15,"B|((A>A)|(A>B))"
15,"B|((A>A)|(A>#))"
15,"B|((A>A)|(B>A))"
15,"B|((A>A)|(B>B))"
15,"B|((A>A)|(B>#))"
15,"B|((A>A)|(#>A))"
15,"B|((A>A)|(#>B))"
15,"B|((A>A)|(#>#))"
15,"B|((A>A)|(A=A))"
15,"B|((A>A)|(A=B))"
15,"B|((A>A)|(A=#))"
15,"B|((A>A)|(B=A))"
15,"B|((A>A)|(B=B))"
15,"B|((A>A)|(B=#))"
15,"B|((A>A)|(#=A))"
15,"B|((A>A)|(#=B))"
15,"B|((A>A)|(#=#))"
12,"B|((A>B)|~B)"
12,"B|((A>B)|~#)"
15,"B|((A>B)|(A&A))"
15,"B|((A>B)|(A|A))"
15,"B|((A>B)|(A|B))"
15,"B|((A>B)|(A|#))"
15,"B|((A>B)|(B|A))"
15,"B|((A>B)|(#|A))"
15,"B|((A>B)|(A>A))"
15,"B|((A>B)|(B>A))"
15,"B|((A>B)|(B>B))"
15,"B|((A>B)|(B>#))"
15,"B|((A>B)|(#>A))"
15,"B|((A>B)|(#>B))"
15,"B|((A>B)|(#>#))"
15,"B|((A>B)|(A=A))"
15,"B|((A>B)|(B=B))"
15,"B|((A>B)|(B=#))"
15,"B|((A>B)|(#=B))"
15,"B|((A>B)|(#=#))"
12,"B|((A>#)|~B)"
12,"B|((A>#)|~#)"
15,"B|((A>#)|(A&A))"
15,"B|((A>#)|(A|A))"
15,"B|((A>#)|(A|B))"
15,"B|((A>#)|(A|#))"
15,"B|((A>#)|(B|A))"
15,"B|((A>#)|(#|A))"
15,"B|((A>#)|(A>A))"
15,"B|((A>#)|(B>A))"
15,"B|((A>#)|(B>B))"
15,"B|((A>#)|(B>#))"
15,"B|((A>#)|(#>A))"
15,"B|((A>#)|(#>B))"
15,"B|((A>#)|(#>#))"
15,"B|((A>#)|(A=A))"
15,"B|((A>#)|(B=B))"
15,"B|((A>#)|(B=#))"
15,"B|((A>#)|(#=B))"
15,"B|((A>#)|(#=#))"
12,"B|((B>A)|~A)"
12,"B|((B>A)|~B)"
12,"B|((B>A)|~#)"
12,"B|((B>A)|+A)"
12,"B|((B>A)|+B)"
12,"B|((B>A)|+#)"
12,"B|((B>A)|-A)"
12,"B|((B>A)|-B)"
12,"B|((B>A)|-#)"
15,"B|((B>A)|(A&A))"
15,"B|((B>A)|(A&B))"
15,"B|((B>A)|(A&#))"
15,"B|((B>A)|(B&A))"
15,"B|((B>A)|(B&B))"
15,"B|((B>A)|(B&#))"
15,"B|((B>A)|(#&A))"
15,"B|((B>A)|(#&B))"
15,"B|((B>A)|(#&#))"
15,"B|((B>A)|(A|A))"
15,"B|((B>A)|(A|B))"
15,"B|((B>A)|(A|#))"
15,"B|((B>A)|(B|A))"
15,"B|((B>A)|(B|B))"
15,"B|((B>A)|(B|#))"
15,"B|((B>A)|(#|A))"
15,"B|((B>A)|(#|B))"
15,"B|((B>A)|(#|#))"
15,"B|((B>A)|(A>A))"
15,"B|((B>A)|(A>B))"
15,"B|((B>A)|(A>#))"
15,"B|((B>A)|(B>A))"
15,"B|((B>A)|(B>B))"
15,"B|((B>A)|(B>#))"
15,"B|((B>A)|(#>A))"
15,"B|((B>A)|(#>B))"
15,"B|((B>A)|(#>#))"
15,"B|((B>A)|(A=A))"
15,"B|((B>A)|(A=B))"
15,"B|((B>A)|(A=#))"
15,"B|((B>A)|(B=A))"
15,"B|((B>A)|(B=B))"
15,"B|((B>A)|(B=#))"
15,"B|((B>A)|(#=A))"
15,"B|((B>A)|(#=B))"
15,"B|((B>A)|(#=#))"
12,"B|((B>B)|~A)"
12,"B|((B>B)|~B)"
12,"B|((B>B)|~#)"
12,"B|((B>B)|+A)"
12,"B|((B>B)|+B)"
12,"B|((B>B)|+#)"
12,"B|((B>B)|-A)"
12,"B|((B>B)|-B)"
12,"B|((B>B)|-#)"
15,"B|((B>B)|(A&A))"
15,"B|((B>B)|(A&B))"
15,"B|((B>B)|(A&#))"
15,"B|((B>B)|(B&A))"
15,"B|((B>B)|(B&B))"
15,"B|((B>B)|(B&#))"
15,"B|((B>B)|(#&A))"
15,"B|((B>B)|(#&B))"
15,"B|((B>B)|(#&#))"
15,"B|((B>B)|(A|A))"
15,"B|((B>B)|(A|B))"
15,"B|((B>B)|(A|#))"
15,"B|((B>B)|(B|A))"
15,"B|((B>B)|(B|B))"
15,"B|((B>B)|(B|#))"
15,"B|((B>B)|(#|A))"
15,"B|((B>B)|(#|B))"
15,"B|((B>B)|(#|#))"
15,"B|((B>B)|(A>A))"
15,"B|((B>B)|(A>B))"
15,"B|((B>B)|(A>#))"
15,"B|((B>B)|(B>A))"
15,"B|((B>B)|(B>B))"
15,"B|((B>B)|(B>#))"
15,"B|((B>B)|(#>A))"
15,"B|((B>B)|(#>B))"
15,"B|((B>B)|(#>#))"
15,"B|((B>B)|(A=A))"
15,"B|((B>B)|(A=B))"
15,"B|((B>B)|(A=#))"
15,"B|((B>B)|(B=A))"
15,"B|((B>B)|(B=B))"
15,"B|((B>B)|(B=#))"
15,"B|((B>B)|(#=A))"
15,"B|((B>B)|(#=B))"
15,"B|((B>B)|(#=#))"
12,"B|((B>#)|~A)"
12,"B|((B>#)|~B)"
12,"B|((B>#)|~#)"
12,"B|((B>#)|+A)"
12,"B|((B>#)|+B)"
12,"B|((B>#)|+#)"
12,"B|((B>#)|-A)"
12,"B|((B>#)|-B)"
12,"B|((B>#)|-#)"
15,"B|((B>#)|(A&A))"
15,"B|((B>#)|(A&B))"
15,"B|((B>#)|(A&#))"
15,"B|((B>#)|(B&A))"
15,"B|((B>#)|(B&B))"
15,"B|((B>#)|(B&#))"
15,"B|((B>#)|(#&A))"
15,"B|((B>#)|(#&B))"
15,"B|((B>#)|(#&#))"
15,"B|((B>#)|(A|A))"
15,"B|((B>#)|(A|B))"
15,"B|((B>#)|(A|#))"
15,"B|((B>#)|(B|A))"
15,"B|((B>#)|(B|B))"
15,"B|((B>#)|(B|#))"
15,"B|((B>#)|(#|A))"
15,"B|((B>#)|(#|B))"
15,"B|((B>#)|(#|#))"
15,"B|((B>#)|(A>A))"
15,"B|((B>#)|(A>B))"
15,"B|((B>#)|(A>#))"
15,"B|((B>#)|(B>A))"
15,"B|((B>#)|(B>B))"
15,"B|((B>#)|(B>#))"
15,"B|((B>#)|(#>A))"
15,"B|((B>#)|(#>B))"
15,"B|((B>#)|(#>#))"
15,"B|((B>#)|(A=A))"
15,"B|((B>#)|(A=B))"
15,"B|((B>#)|(A=#))"
15,"B|((B>#)|(B=A))"
15,"B|((B>#)|(B=B))"
15,"B|((B>#)|(B=#))"
15,"B|((B>#)|(#=A))"
15,"B|((B>#)|(#=B))"
15,"B|((B>#)|(#=#))"
12,"B|((#>A)|~A)"
12,"B|((#>A)|~B)"
12,"B|((#>A)|~#)"
12,"B|((#>A)|+A)"
12,"B|((#>A)|+B)"
12,"B|((#>A)|+#)"
12,"B|((#>A)|-A)"
12,"B|((#>A)|-B)"
12,"B|((#>A)|-#)"
15,"B|((#>A)|(A&A))"
15,"B|((#>A)|(A&B))"
15,"B|((#>A)|(A&#))"
15,"B|((#>A)|(B&A))"
15,"B|((#>A)|(B&B))"
15,"B|((#>A)|(B&#))"
15,"B|((#>A)|(#&A))"
15,"B|((#>A)|(#&B))"
15,"B|((#>A)|(#&#))"
15,"B|((#>A)|(A|A))"
15,"B|((#>A)|(A|B))"
15,"B|((#>A)|(A|#))"
15,"B|((#>A)|(B|A))"
15,"B|((#>A)|(B|B))"
15,"B|((#>A)|(B|#))"
15,"B|((#>A)|(#|A))"
15,"B|((#>A)|(#|B))"
15,"B|((#>A)|(#|#))"
15,"B|((#>A)|(A>A))"
15,"B|((#>A)|(A>B))"
15,"B|((#>A)|(A>#))"
15,"B|((#>A)|(B>A))"
15,"B|((#>A)|(B>B))"
15,"B|((#>A)|(B>#))"
15,"B|((#>A)|(#>A))"
15,"B|((#>A)|(#>B))"
15,"B|((#>A)|(#>#))"
15,"B|((#>A)|(A=A))"
15,"B|((#>A)|(A=B))"
15,"B|((#>A)|(A=#))"
15,"B|((#>A)|(B=A))"
15,"B|((#>A)|(B=B))"
15,"B|((#>A)|(B=#))"
15,"B|((#>A)|(#=A))"
15,"B|((#>A)|(#=B))"
15,"B|((#>A)|(#=#))"
12,"B|((#>B)|~A)"
12,"B|((#>B)|~B)"
12,"B|((#>B)|~#)"
12,"B|((#>B)|+A)"
12,"B|((#>B)|+B)"
12,"B|((#>B)|+#)"
12,"B|((#>B)|-A)"
12,"B|((#>B)|-B)"
12,"B|((#>B)|-#)"
15,"B|((#>B)|(A&A))"
15,"B|((#>B)|(A&B))"
15,"B|((#>B)|(A&#))"
15,"B|((#>B)|(B&A))"
15,"B|((#>B)|(B&B))"
15,"B|((#>B)|(B&#))"
15,"B|((#>B)|(#&A))"
15,"B|((#>B)|(#&B))"
15,"B|((#>B)|(#&#))"
15,"B|((#>B)|(A|A))"
15,"B|((#>B)|(A|B))"
15,"B|((#>B)|(A|#))"
15,"B|((#>B)|(B|A))"
15,"B|((#>B)|(B|B))"
15,"B|((#>B)|(B|#))"
15,"B|((#>B)|(#|A))"
15,"B|((#>B)|(#|B))"
15,"B|((#>B)|(#|#))"
15,"B|((#>B)|(A>A))"
15,"B|((#>B)|(A>B))"
15,"B|((#>B)|(A>#))"
15,"B|((#>B)|(B>A))"
15,"B|((#>B)|(B>B))"
15,"B|((#>B)|(B>#))"
15,"B|((#>B)|(#>A))"
15,"B|((#>B)|(#>B))"
15,"B|((#>B)|(#>#))"
15,"B|((#>B)|(A=A))"
15,"B|((#>B)|(A=B))"
15,"B|((#>B)|(A=#))"
15,"B|((#>B)|(B=A))"
15,"B|((#>B)|(B=B))"
15,"B|((#>B)|(B=#))"
15,"B|((#>B)|(#=A))"
15,"B|((#>B)|(#=B))"
15,"B|((#>B)|(#=#))"
12,"B|((#>#)|~A)"
12,"B|((#>#)|~B)"
12,"B|((#>#)|~#)"
12,"B|((#>#)|+A)"
12,"B|((#>#)|+B)"
12,"B|((#>#)|+#)"
12,"B|((#>#)|-A)"
12,"B|((#>#)|-B)"
12,"B|((#>#)|-#)"
15,"B|((#>#)|(A&A))"
15,"B|((#>#)|(A&B))"
15,"B|((#>#)|(A&#))"
15,"B|((#>#)|(B&A))"
15,"B|((#>#)|(B&B))"
15,"B|((#>#)|(B&#))"
15,"B|((#>#)|(#&A))"
15,"B|((#>#)|(#&B))"
15,"B|((#>#)|(#&#))"
15,"B|((#>#)|(A|A))"
15,"B|((#>#)|(A|B))"
15,"B|((#>#)|(A|#))"
